0.154268,0.465821,-3.210511,-1.774239,0.176297,0.427564,0.297097,-0.979316,-0.59889,0.529847,A
0.036526,0.368698,0.18702,-2.09065,0.70769,0.608817,0.003723,-0.999701,0.193372,-1.554478,E
-0.00937,-0.303696,0.227645,-0.698391,-4.916376,0.893022,0.484239,0.690181,0.45166,-0.211512,H
-0.251693,-0.215844,0.343343,0.089899,0.260495,1.285515,0.118882,1.262705,0.704761,2.416044,D
-0.841216,0.018787,0.240768,-0.098683,0.25862,0.799102,0.10987,0.939193,-0.290964,0.899598,A
-0.286319,5.702934,0.468016,0.859771,-4.9202,0.323442,-0.045074,-1.677366,0.210005,0.677216,X
0.052614,0.507505,0.321677,-2.019489,0.276572,0.168871,0.154741,1.332284,-2.255319,-0.21256,D
0.037975,0.523637,-3.2105,-2.676868,0.142113,-0.019923,0.528168,-1.350546,-0.63154,-0.195296,A
0.79464,0.177529,0.080456,-2.320143,0.993684,-3.294992,-1.243394,-0.512365,1.470653,-1.833248,I
0.267397,-0.168984,0.073558,-0.177728,0.262053,0.176201,0.163665,-0.085267,-0.212866,0.364643,A
0.117928,-0.228926,0.506635,1.051666,0.265969,0.324649,0.221875,0.921098,0.657006,2.577682,A
0.080931,0.316555,-3.21052,0.71996,0.118416,2.218431,0.307851,-0.10835,0.222867,1.038521,A
0.213786,-2.426754,0.388811,0.830502,0.143082,-0.869737,-1.015314,0.040839,0.92377,-1.213888,H
0.237256,0.378848,-3.210522,-0.663886,0.256278,-0.300718,-0.269159,0.649167,0.414047,-0.096146,A
0.116626,-0.185668,0.33732,-1.266967,0.261145,-0.341924,0.277306,0.710207,0.437397,-0.424518,A
-3.498175,-2.426756,0.160231,-0.158213,0.264779,-1.143284,0.047699,1.550443,-2.647636,-0.468976,G
0.308587,-0.299435,0.115171,-0.570338,0.261075,1.028871,0.101305,0.161192,-0.318114,0.512833,A
-0.015016,-0.164085,0.270191,0.190919,0.143388,0.173199,0.090984,0.367373,0.085411,0.39229,E
0.388508,0.432071,0.446463,-1.110792,0.983763,-1.51812,-1.092712,1.275256,2.192712,-1.160165,I
0.113292,-0.035032,0.13931,0.293308,0.263503,1.021663,0.19397,0.31518,-0.487717,-0.175714,A
-0.027548,-0.15796,0.144159,1.012688,0.265844,-0.463871,-0.061625,0.676722,0.027851,0.455191,A
-0.047843,-0.125122,5.349441,0.844947,-3.237037,1.076046,-0.078848,0.212684,-0.655106,1.029838,E
0.222206,-0.382201,0.290831,0.483745,0.154688,0.194863,0.314694,0.370438,0.413568,0.795641,A
0.097771,-0.017264,0.184098,-0.327111,0.264918,0.293407,-0.325186,-0.987624,-0.013693,0.004339,F
0.222304,-0.242048,0.157379,-0.225385,0.273859,0.0634,0.112074,0.410414,0.179232,-0.19299,A
0.011937,-0.209517,0.215305,0.476862,0.27506,0.399271,0.125543,0.079873,-0.209119,0.61145,A
-0.000257,-0.281974,0.356343,0.240953,0.165411,1.768479,-0.173621,-2.191822,-0.150161,-0.926047,E
-3.49817,0.587462,0.398275,1.70551,0.271924,0.729524,0.32525,0.333193,-1.287554,-1.980043,H
-0.508684,-0.141365,0.183644,0.697332,-4.921176,1.063403,0.379376,-0.340187,0.428713,0.866074,E
-3.498695,-0.236303,5.406626,1.263002,0.982194,0.15484,-1.146607,0.981445,1.193428,-2.21294,I
0.024549,0.346487,0.087141,-0.59997,0.269199,0.635061,0.060758,0.005343,-1.006299,-0.335547,E
0.497528,-0.094721,0.477173,-1.514486,-4.917567,-1.317357,-0.177321,1.696604,0.538294,-0.131502,I
0.307663,0.065079,0.104083,-1.366303,0.153503,-0.505916,0.428639,0.830262,0.355832,-1.940519,I
-0.348257,-0.276865,0.524072,0.821167,0.254001,1.349244,0.22512,0.028194,-0.137642,4.20961,X
0.033791,0.419549,0.397239,1.65439,0.268372,3.170024,-0.077817,0.960582,-0.061857,1.272067,A
-0.030073,-0.263465,0.367989,-0.267333,0.252616,0.19436,0.518096,-1.969321,-0.514767,-0.235165,A
0.040344,-0.15172,0.445457,-0.804878,0.256716,0.608001,0.025935,0.360078,0.036511,0.200509,Y
0.030841,0.515817,0.251285,-0.20637,0.248767,-0.099961,0.058202,-0.607552,0.031087,-1.12221,A
0.158977,0.403481,0.131593,-1.839484,-1.081802,1.037942,0.341564,-0.791634,-2.444539,0.569099,Y
0.828833,0.045553,0.15761,-1.346837,0.985318,-2.955285,-0.987311,-0.702009,2.171399,-0.786492,I
0.727896,0.282769,-0.049547,-1.671043,0.723948,-1.039425,-1.020429,-2.273206,1.82238,-0.710201,I
0.057726,-0.065485,0.076923,-0.431551,0.260875,-1.126986,0.230898,-1.095236,-0.691644,-0.344467,X
0.457786,-0.048003,0.310971,0.221699,0.255936,-0.561289,0.168005,-1.02707,-1.421011,-0.349862,A
-0.075536,-0.261575,0.284221,1.158932,0.254739,0.374886,0.599029,1.218579,0.141504,1.065446,E
-0.012266,0.26059,0.485886,0.474755,0.268384,-0.29844,0.180935,1.152321,-2.750396,1.115588,G
0.246114,0.03149,0.436012,-0.741284,-1.24552,-0.504304,0.170834,0.199165,-1.771997,-0.485064,F
-3.498791,-0.376096,0.42432,0.57166,0.214917,2.315206,0.316798,-1.520113,0.076382,1.648778,A
0.076316,-0.194842,0.418555,0.13806,0.263252,-0.931614,0.181236,-0.104198,-0.151678,0.495771,Y
-0.224437,-0.163563,0.31563,-0.460253,0.145294,-0.267874,-0.128728,0.231407,-0.450465,1.195916,A
0.359856,-0.007177,0.430659,-2.63879,-2.112649,-2.335391,0.407099,1.785241,-3.123562,1.205646,I
-0.117413,0.138648,0.282281,-1.950859,0.258011,-1.140398,-1.04827,-1.058247,-0.331689,-0.812269,A
0.152528,-0.373706,0.293861,0.86684,0.260519,-0.411935,0.2869,1.241291,0.225217,0.422552,Y
0.096095,-0.106935,0.202684,0.081035,0.269895,1.140445,0.24997,0.419532,0.069072,-0.346154,A
-0.005375,-0.254718,0.170448,-0.318481,0.259583,1.133687,0.603952,-0.964031,-0.263625,0.145697,A
-0.023626,14.566359,0.33529,1.597027,0.191684,-0.245817,0.356313,0.911512,2.356463,0.83641,E
0.121553,-0.1077,0.306905,-0.672985,0.260504,0.168582,0.341424,-0.094587,-0.016204,-0.152228,A
0.052275,0.461521,0.296705,-0.494125,0.266314,-0.725945,-0.000447,-0.80641,-1.192091,-0.670417,A
0.07976,-0.381009,0.083956,-0.381279,0.264149,0.39143,0.079498,0.361149,0.139568,0.315877,F
0.987438,-2.426761,0.06658,-2.35073,0.975255,-2.578323,-1.246569,0.801818,0.801361,-0.138438,I
0.109631,0.571941,0.054962,0.602675,0.251319,-0.175273,0.253132,0.273508,0.128227,-0.309336,A
0.153867,0.455208,0.267418,0.494647,0.265096,-0.104017,-0.282185,0.173503,0.167163,-0.307018,F
0.039159,0.57882,0.117206,0.779496,-1.129781,0.275836,0.241045,-1.151403,0.125366,-1.027226,A
0.220426,0.126976,0.08293,-0.157305,0.263444,0.193003,-0.246354,-0.838008,-0.206051,-0.172674,A
-0.040919,0.381968,0.416864,0.273512,0.260151,-0.074254,0.44926,-0.466682,-2.433236,-0.440151,A
0.199753,0.468814,0.020444,-2.559291,-2.856047,-1.275588,-0.136937,-2.217218,0.009706,-0.869925,D
0.251145,0.232571,0.028531,-1.149275,0.263235,-0.210913,0.101441,-0.543658,-0.284231,-0.258773,G
0.287807,0.31842,-3.210506,-0.841891,0.264665,-0.610703,-0.328125,-0.623643,-0.614968,-0.562042,A
-0.067269,-0.278843,0.399738,-0.001945,0.209744,-0.084085,-0.146501,-1.251524,0.103315,2.10038,F
0.04042,-0.084412,-3.210502,-1.017503,0.262027,0.294701,-0.12364,-0.018887,0.145468,-0.201431,A
0.161291,0.337978,0.289097,-0.107969,0.177954,1.275041,-0.0149,0.004587,0.593584,0.116855,A
-0.005318,-0.324887,0.281371,0.94414,0.170229,1.537587,-0.093077,0.249943,0.621598,1.026294,Y
