-0.00549,-0.660245,0.345875,-0.270589,0.261718,0.356414,0.710932,0.189746,0.18881,0.025811,A
0.15498,-0.322644,0.175168,0.126526,0.17234,-0.01731,-2.648855,0.351341,0.001721,-1.678339,A
-0.338774,-0.314793,0.449011,1.243006,0.797987,-0.01731,-3.668116,1.578433,2.52742,-0.704959,X
-0.770809,-0.110662,0.328093,0.26205,0.17234,0.314889,0.446679,0.062381,0.251173,0.169207,D
0.192011,0.509582,0.079145,1.072093,0.261718,0.107265,0.484429,0.887769,0.656532,-0.059323,A
-0.672058,0.069915,0.395665,1.103662,0.261718,0.107265,0.861934,1.127685,0.937165,-0.240511,E
-0.06721,-0.157769,-3.210528,-2.154594,-1.79398,-2.882524,0.182426,-0.470553,0.157628,-2.456654,C
-0.252367,0.093469,0.239183,-0.021441,0.17234,2.141982,-3.026359,-0.639428,-0.185368,-1.820866,A
0.068573,0.148427,0.111153,0.179577,0.261718,-0.598658,0.031425,-0.396541,-0.777816,-0.46147,A
-0.091897,0.2976,0.079145,0.196496,0.261718,-0.307984,0.144676,0.012211,-0.154186,-0.247528,F
-0.240024,0.117022,0.235627,0.902912,0.17234,0.273364,0.55993,0.722738,0.344717,0.045593,E
-3.498799,-0.110662,7.419561,0.500396,-4.922215,0.024215,-1.28984,0.190833,1.24898,1.006918,I
0.080916,-0.244132,0.45968,0.426726,0.261718,-0.10036,0.182426,0.073778,0.18881,-0.071595,A
0.624046,0.007106,0.114709,-0.350674,0.887365,-1.22153,-1.063338,0.410946,2.620965,-0.41091,I
-0.104241,0.23479,0.214288,0.314028,0.17234,0.107265,0.295677,1.154808,0.562987,0.085122,H
0.068573,0.069915,-0.002652,-1.149827,-1.257711,-3.131673,0.371178,-2.768249,-1.214356,-1.268356,F
-0.00549,0.360409,0.28186,-0.213479,-1.168333,-0.640182,0.333428,1.058294,0.812439,-0.627179,E
0.204355,-0.134216,0.043581,-0.654873,0.261718,0.854712,0.748682,-1.963229,-1.120812,0.456347,E
-0.635027,-0.448263,0.299642,1.407861,0.17234,-0.058835,-0.950086,1.153604,1.124254,0.635318,Y
0.15498,-0.040001,0.363657,1.200934,0.261718,0.730137,0.069175,0.594732,0.62535,0.738498,A
0.105604,0.556689,-0.031104,0.619301,0.17234,-0.640182,-0.308329,0.01027,-0.060642,-0.245611,A
-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.937762,0.182426,-0.396813,-0.091823,0.843511,A
0.290762,-0.189174,0.079145,-0.085921,0.976743,-1.30458,-1.516343,0.373222,1.934972,-0.277931,I
-0.06721,0.462474,0.10404,0.463129,0.261718,0.439463,0.975185,0.589218,0.064084,-0.113474,F
-0.054866,0.580242,0.032912,-0.016668,0.261718,0.273364,0.52218,0.045179,-0.154186,0.094597,A
0.056229,0.486028,0.10404,-0.053338,0.261718,-0.10036,0.220177,-0.036094,0.126447,-0.086435,G
0.216699,0.2976,0.249852,-0.041313,0.261718,-0.930856,0.182426,-0.094573,-0.029461,-0.821532,A
-0.042522,0.187683,0.224957,0.290963,0.261718,-0.349509,0.824183,-0.143694,0.126447,-0.594414,A
-3.498799,-0.16562,0.811764,-1.809159,-4.922215,-1.055431,-2.535604,-1.914826,-2.149801,-2.233562,A
