31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,38,0,40,Asia,<=50K
36,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,32,0,40,United-States,>50K
49,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,8,0,40,Asia,>50K
45,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,2,0,40,United-States,<=50K
21,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,1,0,13,United-States,<=50K
38,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Female,42,1762,40,United-States,<=50K
49,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,8,1751,40,Asia,>50K
40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,1980,55,United-States,<=50K
39,Private,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,44,0,40,Asia,<=50K
30,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Female,49,0,40,United-States,<=50K
45,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,44,0,49,Europe,<=50K
56,Local-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,42,1,61,United-States,<=50K
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,32,0,40,United-States,<=50K
57,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,Black,Female,0,1,40,United-States,<=50K
23,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,6,0,40,United-States,<=50K
28,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,61,1,40,United-States,>50K
39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,31,0,40,Asia,>50K
30,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,10,1,40,United-States,<=50K
41,Private,HS-grad,Never-married,Other-service,Husband,White,Female,0,2,40,United-States,<=50K
36,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,76,0,48,United-States,<=50K
37,Private,Some-college,Divorced,Prof-specialty,Not-in-family,Black,Male,12,0,40,United-States,<=50K
44,Local-gov,HS-grad,Widowed,Other-service,Unmarried,White,Male,0,1,40,United-States,<=50K
24,Private,Bachelors,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,0,0,47,United-States,<=50K
57,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5,1,40,United-States,<=50K
61,Private,7th-8th,Never-married,Other-service,Own-child,White,Male,62,0,40,United-States,<=50K
59,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,41,1,50,United-States,>50K
59,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,94,0,36,United-States,>50K
52,Private,10th,Married-civ-spouse,Other-service,Husband,White,Male,0,1,49,United-States,<=50K
67,Private,9th,Married-civ-spouse,Other-service,Unmarried,White,Male,42,0,40,United-States,<=50K
22,Self-emp-not-inc,11th,Divorced,Prof-specialty,Husband,White,Male,48,0,60,United-States,<=50K
56,Local-gov,Some-college,Married-civ-spouse,Sales,Wife,White,Female,4,0,48,United-States,>50K
64,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,59,2,40,Asia,>50K
34,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,31,0,60,United-States,<=50K
32,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,4,0,40,Asia,>50K
29,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,64,0,40,United-States,<=50K
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,46,1,51,United-States,>50K
20,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,38,0,40,United-States,<=50K
66,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,15,0,40,Asia,>50K
28,Self-emp-not-inc,12th,Never-married,Priv-house-serv,Unmarried,White,Male,25,2,14,United-States,<=50K
58,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,19,0,40,Asia,<=50K
28,Private,Bachelors,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,17,1,40,United-States,>50K
30,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,14,1,21,United-States,<=50K
31,Private,Assoc-voc,Never-married,Machine-op-inspct,Unmarried,Black,Male,56,0,17,United-States,<=50K
59,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,16,4,40,Europe,>50K
36,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,51,0,47,United-States,>50K
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,22,United-States,<=50K
59,Local-gov,12th,Divorced,Other-service,Unmarried,White,Female,46,0,40,United-States,<=50K
34,Private,HS-grad,Divorced,Other-service,Unmarried,White,Male,3,0,40,United-States,<=50K
38,Private,Some-college,Never-married,Craft-repair,Other-relative,White,Male,8,0,40,United-States,<=50K
18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,19,United-States,<=50K
27,Private,12th,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,11th,Never-married,Other-service,Not-in-family,White,Male,0,1,40,United-States,<=50K
50,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Asia,<=50K
48,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,132,0,37,United-States,>50K
43,Local-gov,11th,Married-civ-spouse,Sales,Husband,White,Male,28,0,52,United-States,>50K
58,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,21,0,40,United-States,<=50K
21,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
30,Private,Doctorate,Married-civ-spouse,Sales,Husband,White,Male,1,3,21,United-States,<=50K
37,Private,Assoc-voc,Separated,Sales,Wife,White,Female,31,1,47,United-States,<=50K
35,Private,7th-8th,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,>50K
32,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,34,0,52,United-States,<=50K
30,Private,Some-college,Divorced,Other-service,Unmarried,White,Male,0,0,24,United-States,<=50K
