20,"Private","Some-college","Never-married","Sales","Own-child","Black","Male",0,0,40,"United-States","<=50K"
28,"Private","Some-college","Divorced","Craft-repair","Unmarried","White","Female",0,0,40,"United-States","<=50K"
57,"Private","11th","Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"United-States","<=50K"
43,"Self-emp-inc","11th","Divorced","Farming-fishing","Husband","Black","Female",14084,0,25,"OtherUS",">50K"
27,"Self-emp-not-inc","HS-grad","Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","<=50K"
40,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",5013,0,40,"United-States","<=50K"
44,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
20,"Private","Bachelors","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
25,"Private","Some-college","Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
34,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,45,"United-States","<=50K"
76,"Private","11th","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",5178,0,58,"United-States",">50K"
31,"Private","Some-college","Divorced","Craft-repair","Unmarried","White","Female",0,0,40,"United-States","<=50K"
48,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
40,"Private","Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
49,"Private","11th","Married-civ-spouse","Sales","Husband","White","Male",0,1902,50,"United-States","<=50K"
35,"Private","9th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
49,"Private","Prof-school","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"South-America",">50K"
44,"Private","Some-college","Married-civ-spouse","Prof-specialty","Other-relative","White","Male",0,0,40,"United-States","<=50K"
42,"Private","HS-grad","Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
33,"Private","11th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
43,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
31,"Private","7th-8th","Married-civ-spouse","Transport-moving","Husband","Amer-Indian-Eskimo","Male",0,0,50,"Mexico","<=50K"
25,"Private","Some-college","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
47,"Self-emp-not-inc","Masters","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,70,"United-States","<=50K"
43,"Private","11th","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
19,"Private","Some-college","Never-married","Tech-support","Own-child","White","Female",0,1408,32,"United-States","<=50K"
29,"Private","HS-grad","Never-married","Machine-op-inspct","Unmarried","White","Male",2407,0,40,"United-States","<=50K"
31,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,45,"United-States","<=50K"
49,"Federal-gov","Bachelors","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,60,"United-States",">50K"
39,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Female",5178,0,60,"United-States",">50K"
49,"Private","HS-grad","Separated","Adm-clerical","Unmarried","White","Female",2407,0,40,"United-States","<=50K"
23,"Self-emp-not-inc","11th","Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"OtherUS",">50K"
52,"Private","HS-grad","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
18,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,22,"Mexico","<=50K"
49,"Private","HS-grad","Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"United-States","<=50K"
59,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
37,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
29,"Private","Some-college","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,45,"United-States",">50K"
34,"Local-gov","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,50,"United-States",">50K"
57,"Private","11th","Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"United-States","<=50K"
43,"Private","11th","Never-married","Machine-op-inspct","Unmarried","White","Male",0,0,38,"OtherUS","<=50K"
33,"Private","5th-6th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Mexico","<=50K"
53,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
22,"Federal-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,70,"United-States",">50K"
59,"Private","Assoc-acdm","Divorced","Exec-managerial","Unmarried","White","Female",0,0,20,"Europe","<=50K"
33,"Private","HS-grad","Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Private","Some-college","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,48,"United-States",">50K"
46,"Private","Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
32,"Private","Some-college","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,43,"United-States","<=50K"
59,"Private","11th","Married-civ-spouse","Sales","Husband","White","Male",0,1902,55,"United-States","<=50K"
49,"Private","9th","Married-spouse-absent","Other-service","Not-in-family","Black","Female",0,0,16,"South-America","<=50K"
44,"Private","Assoc-acdm","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,48,"United-States","<=50K"
22,"State-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,45,"Asia",">50K"
46,"Private","Assoc-voc","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,43,"United-States","<=50K"
59,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
24,"Private","Some-college","Divorced","Machine-op-inspct","Unmarried","Black","Female",0,0,20,"United-States","<=50K"
35,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
37,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
18,"Private","HS-grad","Never-married","Machine-op-inspct","Unmarried","White","Male",0,0,30,"United-States","<=50K"
19,"Private","Some-college","Never-married","Prof-specialty","Own-child","White","Male",0,1408,40,"United-States","<=50K"
32,"Private","Assoc-acdm","Never-married","Sales","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
44,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
31,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,60,"United-States",">50K"
40,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
53,"Private","Prof-school","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,40,"South-America",">50K"
50,"Private","Bachelors","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"South-America","<=50K"
43,"Private","HS-grad","Divorced","Sales","Own-child","White","Female",2407,0,40,"United-States","<=50K"
23,"Private","HS-grad","Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
35,"Federal-gov","9th","Married-civ-spouse","Farming-fishing","Husband","Black","Male",0,0,40,"United-States","<=50K"
43,"Federal-gov","Doctorate","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States",">50K"
30,"Private","HS-grad","Never-married","Machine-op-inspct","Unmarried","White","Male",5013,0,40,"United-States","<=50K"
59,"Self-emp-inc","HS-grad","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
56,"Local-gov","Bachelors","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,55,"United-States",">50K"
59,"Self-emp-not-inc","Masters","Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States",">50K"
52,"Private","HS-grad","Divorced","Tech-support","Unmarried","White","Female",0,0,40,"United-States","<=50K"
29,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
43,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,43,"United-States","<=50K"
37,"State-gov","Some-college","Married-civ-spouse","Other-service","Husband","Black","Male",0,0,40,"United-States","<=50K"
53,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
25,"Private","HS-grad","Never-married","Machine-op-inspct","Unmarried","White","Male",0,0,25,"United-States","<=50K"
53,"Private","Bachelors","Divorced","Exec-managerial","Own-child","White","Male",0,0,48,"United-States","<=50K"
47,"Private","Prof-school","Married-civ-spouse","Prof-specialty","Wife","White","Female",14084,0,40,"South-America",">50K"
44,"Private","HS-grad","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
25,"Local-gov","Some-college","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
35,"Private","7th-8th","Married-civ-spouse","Transport-moving","Husband","Amer-Indian-Eskimo","Male",0,0,40,"Mexico","<=50K"
30,"Private","Bachelors","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
35,"Private","Some-college","Divorced","Tech-support","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
49,"Private","Assoc-acdm","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
29,"Private","HS-grad","Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
42,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,80,"United-States",">50K"
46,"Private","Prof-school","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"South-America",">50K"
32,"Private","HS-grad","Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
46,"Private","11th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,1902,45,"United-States","<=50K"
41,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
18,"Private","Assoc-acdm","Never-married","Sales","Not-in-family","Black","Male",0,0,52,"United-States","<=50K"
37,"Local-gov","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",">50K"
29,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
43,"Private","Masters","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,32,"United-States","<=50K"
40,"Private","HS-grad","Divorced","Craft-repair","Not-in-family","White","Female",5178,0,40,"United-States",">50K"
