64,Local-gov,HS-grad,Married-civ-spouse,Tech-support,Unmarried,White,Male,0,0,40,United-States,<=50K
50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
48,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,57,United-States,>50K
18,Local-gov,Some-college,Never-married,Other-service,Unmarried,White,Female,0,0,40,OtherUS,<=50K
31,Private,7th-8th,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,44,Asia,<=50K
18,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,18,United-States,<=50K
57,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,59,United-States,>50K
40,Private,Assoc-acdm,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
42,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,59,United-States,>50K
35,State-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,58,United-States,>50K
53,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
45,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,South-America,<=50K
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,21,United-States,<=50K
18,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
61,Private,Prof-school,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
23,Private,10th,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Mexico,<=50K
31,Private,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,72,United-States,>50K
33,Private,HS-grad,Never-married,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
66,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,57,United-States,<=50K
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,74,United-States,<=50K
25,Self-emp-not-inc,10th,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,40,Asia,<=50K
39,Local-gov,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,Asia,>50K
33,Local-gov,12th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
18,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
56,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,57,United-States,<=50K
65,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,>50K
19,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,0,0,26,United-States,<=50K
45,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,0,0,69,United-States,<=50K
27,Private,Some-college,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,<=50K
20,Private,Some-college,Never-married,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K
59,Private,10th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
43,Self-emp-inc,9th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,59,United-States,>50K
44,Federal-gov,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
17,Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
47,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,62,United-States,>50K
56,Private,10th,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
49,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,49,United-States,>50K
40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
18,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,22,United-States,<=50K
46,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
48,Local-gov,Assoc-acdm,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,7th-8th,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,<=50K
25,Private,HS-grad,Divorced,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,Assoc-voc,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,24,United-States,<=50K
42,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Asia,>50K
28,Private,Prof-school,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
43,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
29,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,1768,50,United-States,<=50K
39,Local-gov,Some-college,Widowed,Other-service,Not-in-family,White,Female,0,0,44,United-States,<=50K
39,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,Doctorate,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
24,Self-emp-not-inc,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,Some-college,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
28,Private,7th-8th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,Asia,>50K
18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
44,Private,12th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,7th-8th,Never-married,Other-service,Own-child,White,Female,0,0,40,Mexico,<=50K
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
44,Self-emp-not-inc,9th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,79,United-States,>50K
45,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,57,United-States,>50K
42,Private,HS-grad,Married-civ-spouse,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K
22,Local-gov,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K
20,Private,Assoc-acdm,Divorced,Other-service,Unmarried,White,Female,0,0,21,United-States,<=50K
61,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,0,0,62,United-States,<=50K
52,Private,Bachelors,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
46,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
30,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,71,United-States,<=50K
35,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,21,Asia,<=50K
32,Private,7th-8th,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,Some-college,Separated,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
40,Private,Some-college,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,United-States,<=50K
45,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
67,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,Asia,>50K
23,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,36,United-States,<=50K
22,Private,Bachelors,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
40,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
46,Private,1st-4th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,58,United-States,>50K
42,Local-gov,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,31,United-States,<=50K
58,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
41,Local-gov,Assoc-voc,Widowed,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
47,State-gov,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,1742,55,United-States,<=50K
30,Private,Assoc-acdm,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
18,Private,Assoc-voc,Never-married,Other-service,Husband,White,Female,0,0,40,United-States,<=50K
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
24,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,31,United-States,<=50K
48,Private,HS-grad,Divorced,Machine-op-inspct,Husband,White,Male,0,0,90,United-States,<=50K
23,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,0,0,20,United-States,<=50K
43,Self-emp-not-inc,11th,Divorced,Sales,Husband,White,Male,0,0,60,United-States,<=50K
26,Private,Some-college,Divorced,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K
46,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,59,United-States,>50K
21,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
54,Private,10th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,61,Asia,<=50K
50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
50,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K
30,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,Asia,<=50K
54,State-gov,9th,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,68,United-States,<=50K
37,Local-gov,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,0,0,23,United-States,<=50K
37,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
40,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,7038,0,50,United-States,>50K
23,Local-gov,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,South-America,<=50K
20,Self-emp-not-inc,Some-college,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
32,Private,12th,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,58,United-States,<=50K
23,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,0,0,50,United-States,>50K
74,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,5562,0,59,United-States,>50K
48,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
52,Private,HS-grad,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
46,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,0,0,44,United-States,<=50K
21,Self-emp-not-inc,Some-college,Widowed,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
43,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,69,United-States,>50K
39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,>50K
23,Private,HS-grad,Never-married,Adm-clerical,Wife,White,Female,0,0,24,United-States,<=50K
53,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,58,United-States,>50K
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,7746,0,46,United-States,>50K
43,Local-gov,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
44,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
25,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,22,United-States,<=50K
17,Self-emp-not-inc,Some-college,Divorced,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K
