44,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Federal-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"Asia",">50K"
40,"Federal-gov","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,36,"United-States","<=50K"
29,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Female",0,1980,35,"United-States","<=50K"
39,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States",">50K"
49,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
41,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,80,"United-States",">50K"
25,"Private","11th","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
25,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Wife","White","Female",7688,0,40,"United-States",">50K"
40,"Private","Bachelors","Never-married","Exec-managerial","Other-relative","Asian-Pac-Islander","Female",0,0,40,"Asia","<=50K"
46,"Private","5th-6th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Mexico","<=50K"
21,"Private","Bachelors","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
45,"Private","Assoc-voc","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Private","Some-college","Divorced","Craft-repair","Not-in-family","White","Male",0,0,42,"United-States","<=50K"
29,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
58,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,40,"United-States","<=50K"
30,"Private","Some-college","Divorced","Machine-op-inspct","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
30,"Private","11th","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
27,"Local-gov","Assoc-acdm","Never-married","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Private","Some-college","Married-civ-spouse","Prof-specialty","Other-relative","White","Male",0,0,40,"United-States","<=50K"
49,"Self-emp-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,38,"United-States","<=50K"
32,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
46,"Private","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,24,"United-States","<=50K"
36,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
23,"Local-gov","Assoc-acdm","Never-married","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
42,"State-gov","HS-grad","Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
64,"Private","11th","Married-civ-spouse","Sales","Husband","White","Male",0,1902,50,"United-States","<=50K"
44,"Local-gov","HS-grad","Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,38,"United-States","<=50K"
21,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,40,"Mexico","<=50K"
28,"Private","Some-college","Divorced","Machine-op-inspct","Not-in-family","Black","Female",0,0,43,"United-States","<=50K"
44,"State-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
58,"Self-emp-inc","7th-8th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,1,"United-States",">50K"
49,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
30,"Private","Some-college","Never-married","Sales","Not-in-family","Amer-Indian-Eskimo","Female",0,1816,50,"United-States","<=50K"
31,"Private","Assoc-acdm","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
47,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
47,"Self-emp-not-inc","Masters","Divorced","Exec-managerial","Unmarried","White","Female",0,0,45,"United-States",">50K"
27,"Private","HS-grad","Married-spouse-absent","Sales","Unmarried","White","Female",0,0,25,"United-States","<=50K"
19,"Private","Some-college","Never-married","Sales","Own-child","Black","Male",0,0,44,"United-States","<=50K"
51,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,56,"United-States",">50K"
52,"Local-gov","Some-college","Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"Mexico","<=50K"
47,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States",">50K"
27,"Federal-gov","HS-grad","Never-married","Other-service","Own-child","Black","Male",0,0,40,"United-States","<=50K"
30,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
28,"Private","Some-college","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,50,"United-States",">50K"
51,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States",">50K"
34,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Female",0,1340,40,"United-States","<=50K"
54,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",0,0,46,"Canada",">50K"
43,"Local-gov","Some-college","Divorced","Adm-clerical","Unmarried","White","Female",0,0,25,"Mexico","<=50K"
23,"Private","Bachelors","Never-married","Sales","Other-relative","White","Male",0,0,40,"United-States","<=50K"
41,"Self-emp-not-inc","Bachelors","Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
48,"Private","Some-college","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
52,"Local-gov","Some-college","Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,13,"United-States",">50K"
44,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,13,"United-States",">50K"
45,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,38,"United-States",">50K"
40,"Private","Masters","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","<=50K"
38,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,35,"United-States","<=50K"
49,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,38,"United-States","<=50K"
34,"Private","Bachelors","Married-civ-spouse","Other-service","Husband","Black","Male",7298,0,40,"United-States",">50K"
31,"Private","Assoc-voc","Never-married","Prof-specialty","Not-in-family","White","Female",14344,0,50,"United-States",">50K"
46,"Private","Some-college","Divorced","Machine-op-inspct","Not-in-family","Black","Female",0,0,24,"United-States","<=50K"
61,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
23,"Private","Bachelors","Never-married","Craft-repair","Not-in-family","White","Male",0,0,43,"United-States","<=50K"
38,"Private","11th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
49,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
52,"Private","Bachelors","Married-civ-spouse","Other-service","Husband","Black","Male",0,0,40,"United-States",">50K"
36,"Private","HS-grad","Divorced","Sales","Own-child","White","Female",0,0,30,"United-States","<=50K"
47,"State-gov","Bachelors","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
19,"Private","HS-grad","Never-married","Craft-repair","Own-child","White","Male",0,1719,40,"United-States","<=50K"
59,"Private","Assoc-acdm","Divorced","Tech-support","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
56,"Self-emp-inc","HS-grad","Married-civ-spouse","Sales","Wife","White","Female",7688,0,40,"United-States",">50K"
28,"State-gov","HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
23,"Private","HS-grad","Never-married","Craft-repair","Own-child","Black","Male",0,0,40,"United-States","<=50K"
32,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,40,"Mexico","<=50K"
18,"Private","HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",0,0,41,"United-States","<=50K"
30,"Private","11th","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
39,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
39,"State-gov","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
46,"Private","Assoc-acdm","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
24,"Private","Assoc-acdm","Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
38,"Private","Assoc-voc","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
22,"Private","Some-college","Married-civ-spouse","Other-service","Husband","White","Male",0,0,28,"United-States","<=50K"
37,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
29,"Private","Some-college","Divorced","Tech-support","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
43,"Local-gov","Some-college","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
44,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,42,"United-States","<=50K"
21,"Private","Some-college","Never-married","Machine-op-inspct","Own-child","White","Male",0,0,41,"United-States","<=50K"
31,"Local-gov","Bachelors","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",">50K"
30,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
23,"Private","HS-grad","Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
27,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K"
47,"Local-gov","Some-college","Divorced","Adm-clerical","Unmarried","White","Female",0,0,25,"Mexico","<=50K"
30,"Private","11th","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
54,"Self-emp-not-inc","Assoc-acdm","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
24,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Male",0,1980,40,"United-States","<=50K"
59,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,1,"United-States","<=50K"
57,"Private","Some-college","Married-civ-spouse","Prof-specialty","Other-relative","White","Male",0,0,40,"United-States","<=50K"
47,"Self-emp-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,46,"United-States","<=50K"
37,"State-gov","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",5013,0,40,"United-States","<=50K"
27,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Private","Some-college","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
64,"Private","11th","Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"United-States","<=50K"
59,"Private","HS-grad","Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"United-States","<=50K"
29,"Private","Some-college","Divorced","Machine-op-inspct","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
38,"Private","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
31,"Private","Some-college","Never-married","Craft-repair","Not-in-family","Black","Male",0,0,50,"United-States","<=50K"
37,"Private","HS-grad","Divorced","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
30,"Private","Bachelors","Never-married","Exec-managerial","Own-child","Black","Male",2174,0,40,"Europe","<=50K"
42,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,28,"United-States","<=50K"
23,"Private","11th","Never-married","Machine-op-inspct","Unmarried","White","Male",0,0,40,"OtherUS","<=50K"
37,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",4064,0,40,"United-States","<=50K"
30,"Federal-gov","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
30,"Private","Bachelors","Divorced","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K"
28,"Federal-gov","Assoc-acdm","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
46,"Private","HS-grad","Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"United-States","<=50K"
56,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
60,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
44,"Private","HS-grad","Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
35,"Federal-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"Asia",">50K"
27,"Private","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
55,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States",">50K"
50,"Federal-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,1977,40,"United-States",">50K"
22,"Private","HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
46,"Private","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,36,"United-States","<=50K"
45,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Female",14084,0,40,"United-States",">50K"
29,"Self-emp-not-inc","Some-college","Separated","Sales","Unmarried","Black","Male",0,0,40,"United-States","<=50K"
64,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
20,"Private","11th","Never-married","Sales","Own-child","White","Female",0,0,22,"United-States","<=50K"
47,"Self-emp-inc","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
25,"Private","11th","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
19,"Private","Some-college","Never-married","Sales","Own-child","Black","Male",0,0,28,"United-States","<=50K"
30,"Private","9th","Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
28,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Wife","Black","Female",0,0,35,"South-America","<=50K"
37,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",5013,0,48,"United-States","<=50K"
39,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,60,"United-States",">50K"
52,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Private","Masters","Married-civ-spouse","Prof-specialty","Other-relative","White","Male",0,0,40,"United-States",">50K"
37,"Private","Masters","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,45,"United-States","<=50K"
52,"Local-gov","Some-college","Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,38,"United-States",">50K"
19,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K"
18,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,12,"United-States","<=50K"
19,"Private","Some-college","Never-married","Prof-specialty","Own-child","White","Male",0,0,30,"United-States","<=50K"
40,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,50,"United-States",">50K"
32,"Self-emp-not-inc","Masters","Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States",">50K"
19,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States","<=50K"
18,"Private","Bachelors","Never-married","Exec-managerial","Own-child","Black","Male",0,0,16,"Europe","<=50K"
76,"Private","9th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
27,"Private","HS-grad","Married-spouse-absent","Sales","Unmarried","White","Female",0,0,20,"United-States","<=50K"
29,"Private","Assoc-voc","Never-married","Prof-specialty","Not-in-family","White","Female",0,1340,50,"United-States",">50K"
19,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,1408,44,"United-States","<=50K"
27,"Private","Bachelors","Never-married","Craft-repair","Not-in-family","White","Male",0,0,58,"United-States","<=50K"
39,"Private","HS-grad","Never-married","Exec-managerial","Not-in-family","Asian-Pac-Islander","Female",0,0,55,"Europe","<=50K"
39,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",5013,0,48,"United-States","<=50K"
66,"Self-emp-inc","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
37,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,48,"United-States","<=50K"
29,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
18,"Private","Some-college","Never-married","Sales","Own-child","White","Male",0,0,32,"United-States","<=50K"
25,"Self-emp-not-inc","HS-grad","Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","<=50K"
34,"Private","HS-grad","Never-married","Transport-moving","Unmarried","Black","Female",0,0,35,"United-States","<=50K"
47,"Local-gov","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
38,"Private","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,48,"United-States","<=50K"
43,"Private","Some-college","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,28,"United-States","<=50K"
34,"Private","7th-8th","Married-civ-spouse","Transport-moving","Husband","Amer-Indian-Eskimo","Male",0,0,45,"Mexico","<=50K"
19,"Private","Some-college","Never-married","Sales","Own-child","Black","Male",0,0,28,"United-States","<=50K"
45,"Local-gov","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
30,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
19,"Private","Some-college","Never-married","Sales","Own-child","Black","Male",0,0,24,"United-States","<=50K"
46,"Private","Some-college","Divorced","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
32,"Private","Assoc-acdm","Never-married","Sales","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
52,"Federal-gov","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
53,"Self-emp-inc","HS-grad","Married-civ-spouse","Sales","Wife","White","Female",0,0,30,"United-States",">50K"
20,"Private","Some-college","Never-married","Tech-support","Own-child","White","Female",0,0,40,"United-States","<=50K"
35,"Private","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
34,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
47,"Self-emp-not-inc","Masters","Divorced","Exec-managerial","Unmarried","White","Female",0,0,60,"United-States",">50K"
44,"Self-emp-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
52,"Self-emp-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",15024,0,46,"United-States",">50K"
20,"Private","11th","Never-married","Other-service","Own-child","White","Female",0,0,30,"United-States","<=50K"
24,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
35,"Private","HS-grad","Never-married","Transport-moving","Unmarried","Black","Female",0,0,35,"United-States","<=50K"
37,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
57,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
27,"Private","Assoc-voc","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
19,"Private","11th","Never-married","Other-service","Own-child","White","Female",0,0,22,"United-States","<=50K"
40,"Federal-gov","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","<=50K"
18,"Private","Some-college","Never-married","Sales","Own-child","White","Male",0,0,32,"United-States","<=50K"
28,"Private","Some-college","Married-civ-spouse","Sales","Wife","White","Female",5013,0,40,"United-States","<=50K"
28,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,50,"United-States",">50K"
53,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,40,"United-States","<=50K"
53,"Local-gov","Assoc-voc","Widowed","Prof-specialty","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
48,"Self-emp-not-inc","Masters","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
29,"Private","HS-grad","Never-married","Machine-op-inspct","Unmarried","White","Male",0,0,40,"United-States","<=50K"
40,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",15024,0,30,"United-States",">50K"
30,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",5178,0,40,"United-States",">50K"
59,"Private","HS-grad","Divorced","Sales","Own-child","White","Female",0,0,35,"United-States","<=50K"
18,"Private","Bachelors","Never-married","Adm-clerical","Own-child","White","Female",0,0,12,"United-States","<=50K"
18,"Private","Some-college","Never-married","Other-service","Own-child","White","Male",0,0,15,"Mexico","<=50K"
27,"Private","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
46,"Private","Masters","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,60,"United-States","<=50K"
